S.No,LIMS Batch No.,Batch No.,Mfg Date,Item Code,Alert Notice,Disso-Avg (Avg % dissolved in 30mins: 85% (Q),Disso - Min,Disso-Stage,DS -UNIT 01,DS - UNIT 02,DS - UNIT 03,DS - UNIT 04,DS - UNIT 05,DS - UNIT 06,DS - UNIT 07,DS - UNIT 08,DS - UNIT 09,DS - UNIT 10,DS - UNIT 11,DS - UNIT 12,CU - Acceptance Value (<=15.0),CU - Percent of Label,CU - Std Deviation,Potency Assay (289.8 - 315.0 mg (mg/capsule),Total Impurities (<=0.05%),NUMBER CRITICAL,NUMBER MAJOR,NUMBER MINOR,NUMBER NONCRITICAL,Total Number Defects
414,4B79514-CHEM-0144392,4B79514,3/5/2014,1196782A1,NO,102,101,S1,102,101,101,101,103,101,,,,,,,2.2,100.2,0.9,300.7,<0.05,0,0,2,1,3
415,4B79515-CHEM-0144397,4B79515,3/5/2014,1196782A1,NO,100,99,S1,100,99,100,99,101,100,,,,,,,1.4,100.2,0.6,300.6,<0.05,0,0,2,0,2
416,4B79516-CHEM-0144401,4B79516,3/6/2014,1196782A1,NO,99,99,S1,99,100,99,100,99,100,,,,,,,0.9,98.3,0.3,294.9,<0.05,0,0,1,0,1
417,4B79517-CHEM-0144405,4B79517,3/6/2014,1196782A1,NO,99,96,S1,96,100,100,100,100,100,,,,,,,1.2,98.9,0.5,296.7,<0.05,0,0,0,4,4
418,4B79518-CHEM-0144411,4B79518,3/6/2014,1196782A1,NO,102,100,S1,100,101,102,103,102,102,,,,,,,1.2,100.1,0.5,300.2,<0.05,0,0,6,0,6
419,4B79519-CHEM-0144417,4B79519,3/7/2014,1196782A1,NO,101,101,S1,101,101,101,101,101,101,,,,,,,1.9,100.2,0.8,300.5,<0.05,0,0,3,0,3
420,4B79520-CHEM-0144421,4B79520,3/11/2014,1196782A1,NO,101,99,S1,99,101,101,101,101,101,,,,,,,1,100,0.4,300.1,<0.05,0,0,5,0,5
421,4C88560-CHEM-0149642,4C88560,4/1/2014,1196782A1,YES,103,102,S1,102,103,102,103,103,103,,,,,,,1.7,101,0.7,302.9,<0.05,0,0,11,0,11
422,4C88561-CHEM-0149646,4C88561,4/1/2014,1196782A1,NO,103,101,S1,101,102,104,102,103,103,,,,,,,1.7,101.2,0.7,303.5,<0.05,0,0,4,0,4
423,4C88562-CHEM-0149651,4C88562,4/2/2014,1196782A1,NO,102,101,S1,102,102,103,102,102,101,,,,,,,1.7,101.4,0.7,304.1,<0.05,0,0,7,0,7
424,4C88563-CHEM-0150616,4C88563,4/2/2014,1196782A1,NO,101,99,S1,100,102,99,100,100,103,,,,,,,1,101.5,0.4,304.5,<0.05,0,0,6,0,6
425,4D80960-CHEM-0153323,4D80960,5/14/2014,1196782A1,NO,102,102,S1,102,103,103,102,102,103,,,,,,,2.9,102.7,0.7,308,<0.05,0,0,0,0,0
426,4D80961-CHEM-0153327,4D80961,5/15/2014,1196782A1,NO,99,96,S1,101,99,98,99,96,99,,,,,,,1.9,102.2,0.5,306.6,<0.05,0,0,6,0,6
427,4D80962-CHEM-0153332,4D80962,5/15/2014,1196782A1,NO,100,99,S1,99,101,101,101,99,101,,,,,,,1.6,101.7,0.6,305,<0.05,0,0,0,0,0
428,4D80963-CHEM-0153336,4D80963,5/16/2014,1196782A1,NO,100,99,S1,100,99,100,100,100,100,,,,,,,1.4,100.7,0.6,302,<0.05,0,0,0,0,0
429,4D80964-CHEM-0153340,4D80964,5/16/2014,1196782A1,NO,100,97,S1,97,101,99,101,100,100,,,,,,,1.1,101.6,0.4,304.7,<0.05,0,0,0,0,0
430,4D80965-CHEM-0153344,4D80965,5/16/2014,1196782A1,NO,97,93,S1,97,93,98,101,96,94,,,,,,,2.2,101.3,0.9,303.9,<0.05,0,0,1,0,1
431,4D80966-CHEM-0153348,4D80966,5/17/2014,1196782A1,NO,99,96,S1,96,98,101,100,99,100,,,,,,,2.4,100.7,1,302.1,<0.05,0,0,0,0,0
432,4D80967-CHEM-0153352,4D80967,5/17/2014,1196782A1,NO,100,95,S1,100,95,101,102,100,99,,,,,,,2.2,101.3,0.9,304,<0.05,0,0,0,0,0
433,4D80968-CHEM-0153356,4D80968,5/19/2014,1196782A1,NO,101,100,S1,100,102,101,101,100,100,,,,,,,1.4,100.9,0.6,302.6,<0.05,0,0,1,0,1
434,4D80969-CHEM-0153360,4D80969,5/19/2014,1196782A1,NO,100,98,S1,98,99,101,99,101,100,,,,,,,1.4,100.5,0.6,301.4,<0.05,0,0,2,0,2
435,4D80970-CHEM-0153364,4D80970,5/20/2014,1196782A1,NO,99,98,S1,100,98,100,102,98,98,,,,,,,1.4,100.7,0.6,302.2,<0.05,0,0,2,0,2
436,4D80971-CHEM-0153368,4D80971,5/20/2014,1196782A1,NO,100,98,S1,98,99,100,100,101,99,,,,,,,1.2,100.5,0.5,301.5,<0.05,0,0,1,0,1
437,4D80972-CHEM-0153372,4D80972,5/21/2014,1196782A1,NO,100,100,S1,100,101,100,100,101,100,,,,,,,1.4,100.4,0.6,301.3,<0.05,0,0,0,0,0
438,4D80973-CHEM-0153377,4D80973,5/21/2014,1196782A1,NO,100,99,S1,100,101,99,101,100,99,,,,,,,1.4,100.7,0.6,302.2,<0.05,0,0,0,0,0
439,4D80974-CHEM-0153381,4D80974,5/21/2014,1196782A1,NO,99,95,S1,95,97,101,101,100,101,,,,,,,1,100.7,0.4,302,<0.05,0,0,0,0,0
440,4D80975-CHEM-0153385,4D80975,5/22/2014,1196782A1,NO,99,97,S1,97,100,100,101,99,100,,,,,,,1.7,100.7,0.7,302.1,<0.05,0,0,0,0,0
441,4D80976-CHEM-0153389,4D80976,5/22/2014,1196782A1,,101,100,S1,100,101,102,102,100,101,,,,,,,1.7,101.2,0.7,303.7,<0.05,0,0,1,0,1
442,4D80977-CHEM-0153393,4D80977,5/23/2014,1196782A1,,99,99,S1,99,99,100,100,99,99,,,,,,,1.7,100.5,0.7,301.4,<0.05,0,0,1,0,1
443,4D80978-CHEM-0153426,4D80978,5/27/2014,1196782A1,,97,94,S1,98,98,98,94,96,95,,,,,,,1.2,100.2,0.5,300.6,<0.05,0,0,0,0,0
444,4D80979-CHEM-0153431,4D80979,5/27/2014,1196782A1,,99,97,S1,100,101,99,99,97,101,,,,,,,1.2,101.2,0.5,303.6,<0.05,0,0,0,0,0
445,4D80980-CHEM-0153435,4D80980,5/28/2014,1196782A1,,99,93,S1,100,100,100,100,99,93,,,,,,,1.9,101.4,0.8,304.2,<0.05,0,0,0,0,0
446,4D80981-CHEM-0153441,4D80981,6/4/2014,1196782A1,,99,87,S2,101,101,99,99,101,87,99,97,99,102,100,101,1.2,101.2,0.5,303.5,<0.05,0,0,0,0,0
447,4D80985-CHEM-0153529,4D80985,6/10/2014,1196782A1,NO,101,98,S1,98,101,102,102,99,102,,,,,,,1.7,100.9,0.7,302.8,<0.05,0,0,2,0,2
448,4D80986-CHEM-0153495,4D80986,6/11/2014,1196782A1,NO,101,99,S1,99,102,100,101,102,101,,,,,,,3,101.6,1.2,304.7,<0.05,0,0,3,0,3
449,4D80987-CHEM-0153499,4D80987,6/11/2014,1196782A1,NO,101,99,S1,99,102,102,99,99,102,,,,,,,1.7,101,0.7,302.9,<0.05,0,0,0,0,0
450,4D80988-CHEM-0153504,4D80988,6/11/2014,1196782A1,NO,101,99,S1,101,101,101,99,101,101,,,,,,,1,101.2,0.4,303.7,<0.05,0,0,0,0,0
451,4D80989-CHEM-0153510,4D80989,6/12/2014,1196782A1,NO,101,100,S1,101,101,100,102,102,101,,,,,,,1.9,100.9,0.8,302.8,<0.05,0,0,1,0,1
452,4D80990-CHEM-0153514,4D80990,6/13/2014,1196782A1,NO,101,100,S1,101,103,100,100,102,102,,,,,,,1.7,101.2,0.7,303.6,<0.05,0,0,2,0,2
453,4D80991-CHEM-0153518,4D80991,6/17/2014,1196782A1,NO,100,97,S1,97,101,100,101,101,102,,,,,,,1.4,101.2,0.6,303.5,<0.05,0,0,0,0,0
454,4D80992-CHEM-0153522,4D80992,6/17/2014,1196782A1,NO,101,100,S1,100,101,100,102,100,101,,,,,,,2.3,101.6,0.9,304.8,<0.05,0,0,0,0,0
455,4F77680-CHEM-0161152,4F77680,6/18/2014,1196782A1,NO,100,98,S1,98,98,102,100,101,100,,,,,,,2.4,100.4,1,301.1,<0.05,0,0,0,0,0
456,4F77681-CHEM-0161156,4F77681,6/18/2014,1196782A1,NO,101,100,S1,102,103,101,100,101,101,,,,,,,2.4,100.9,1,302.6,<0.05,0,0,2,0,2
457,4F77682-CHEM-0161160,4F77682,6/24/2014,1196782A1,NO,100,98,S1,99,101,102,102,98,100,,,,,,,2.2,100.9,0.9,302.8,<0.05,0,0,0,0,0
458,4F77683-CHEM-0161164,4F77683,6/25/2014,1196782A1,NO,101,100,S1,101,102,102,101,100,102,,,,,,,1,101.3,0.4,303.9,<0.05,0,0,0,0,0
459,4F77684-CHEM-0161168,4F77684,6/26/2014,1196782A1,NO,101,100,S1,101,100,102,101,100,102,,,,,,,1.7,100.4,0.7,301.3,<0.05,0,0,1,0,1
460,4F77685-CHEM-0161180,4F77685,6/27/2014,1196782A1,NO,101,101,S1,102,101,101,102,101,102,,,,,,,1.2,100.3,0.5,300.9,<0.05,0,0,0,0,0
461,4G80705-CHEM-0165467,4G80705,7/30/2014,1196782A1,NO,100,98,S1,101,101,100,98,99,100,,,,,,,2.4,99.1,1,297.2,<0.05,0,0,0,0,0
462,4G80706-CHEM-0165450,4G80706,7/31/2014,1196782A1,NO,100,97,S1,97,100,102,101,101,101,,,,,,,1.4,101.2,0.6,303.5,<0.05,0,0,0,0,0
463,4G80707-CHEM-0165454,4G80707,7/31/2014,1196782A1,NO,99,98,S1,98,98,100,100,99,100,,,,,,,2.2,99.6,0.9,298.8,<0.05,0,0,0,3,3
464,4G80708-CHEM-0165458,4G80708,8/4/2014,1196782A1,NO,101,99,S1,99,100,101,100,103,101,,,,,,,1.9,100.9,0.8,302.6,<0.05,0,0,0,0,0
465,4G80709-CHEM-0165462,4G80709,8/4/2014,1196782A1,NO,100,99,S1,102,100,99,101,100,99,,,,,,,2.9,100.7,1.2,302.2,<0.05,0,0,0,0,0
466,4G82270-CHEM-0166633,4G82270,8/5/2014,1196782A1,NO,101,98,S1,98,102,100,103,102,102,,,,,,,3.6,102.9,0.9,308.8,<0.05,0,0,0,0,0
467,4G82272-CHEM-0166641,4G82272,8/5/2014,1196782A1,NO,101,99,S1,100,102,103,100,100,99,,,,,,,2.6,102.9,0.5,308.7,<0.05,0,0,0,0,0
468,4G82273-CHEM-0166645,4G82273,8/6/2014,1196782A1,NO,101,100,S1,100,101,101,101,102,100,,,,,,,3.2,103,0.7,309,<0.05,0,0,0,0,0
469,4G82274-CHEM-0166649,4G82274,8/6/2014,1196782A1,NO,101,100,S1,101,101,101,100,101,101,,,,,,,3.1,103.4,0.5,310.1,<0.05,0,0,0,0,0
470,4G82275-CHEM-0166653,4G82275,8/7/2014,1196782A1,NO,101,101,S1,101,101,101,101,101,101,,,,,,,3.2,102.8,0.8,308.4,<0.05,0,0,0,0,0
471,4G82276-CHEM-0166657,4G82276,8/13/2014,1196782A1,NO,100,98,S1,101,98,100,100,101,101,,,,,,,1.4,99.9,0.6,299.7,<0.05,0,0,0,2,2
472,4G82277-CHEM-0166661,4G82277,8/13/2014,1196782A1,NO,99,98,S1,99,99,100,101,99,98,,,,,,,2.2,99.9,0.9,299.8,<0.05,0,0,0,0,0
473,4G82278-CHEM-0166665,4G82278,8/14/2014,1196782A1,NO,101,100,S1,100,100,100,101,102,102,,,,,,,1.4,101,0.6,303.1,<0.05,0,0,0,3,3
474,4G82279-CHEM-0166669,4G82279,8/14/2014,1196782A1,NO,100,98,S1,101,102,98,99,100,101,,,,,,,1.9,101,0.8,303,<0.05,0,0,0,2,2
475,4G82280-CHEM-0166673,4G82280,8/18/2014,1196782A1,NO,102,101,S1,102,102,101,102,101,102,,,,,,,1.9,101.3,0.8,303.9,<0.05,0,0,0,3,3
476,4G82282-CHEM-0166637,4G82282,8/19/2014,1196782A1,NO,100,98,S1,98,99,101,100,101,101,,,,,,,1.2,101.3,0.5,303.9,<0.05,0,0,0,2,2
477,4J78808-CHEM-0171153,4J78808,9/17/2014,1196782A1,NO,101,99,S1,99,101,100,102,103,101,,,,,,,1,101.2,0.4,303.7,<0.05,0,0,0,0,0
478,4J78809-CHEM-0171157,4J78809,9/18/2014,1196782A1,NO,100,98,S1,99,101,100,98,100,104,,,,,,,1.7,100.8,0.7,302.3,<0.05,0,0,0,1,1
479,4J78810-CHEM-0171116,4J78810,9/23/2014,1196782A1,NO,101,99,S1,100,102,101,99,102,102,,,,,,,1.4,100.8,0.6,302.5,<0.05,0,0,0,0,0
480,4J78811-CHEM-0171120,4J78811,9/23/2014,1196782A1,NO,101,101,S1,101,102,101,101,101,102,,,,,,,1.7,101.4,0.7,304.3,<0.05,0,0,0,1,1
481,4J78812-CHEM-0171124,4J78812,9/25/2014,1196782A1,NO,101,99,S1,99,102,102,101,101,102,,,,,,,1.4,101.1,0.6,303.3,<0.05,0,0,0,0,0
482,4J78813-CHEM-0171128,4J78813,9/26/2014,1196782A1,NO,101,100,S1,100,101,100,101,102,102,,,,,,,1.7,101.3,0.7,303.8,<0.05,0,0,0,0,0
483,4J78814-CHEM-0171132,4J78814,9/29/2014,1196782A1,NO,100,99,S1,99,101,100,100,100,101,,,,,,,1.2,101.2,0.5,303.5,<0.05,0,0,0,0,0
484,4J78815-CHEM-0171136,4J78815,9/29/2014,1196782A1,NO,101,99,S1,99,101,101,102,102,101,,,,,,,1.4,101.2,0.6,303.7,<0.05,0,0,0,0,0
485,4J78816-CHEM-0171140,4J78816,9/30/2014,1196782A1,NO,102,98,S1,98,103,102,103,101,101,,,,,,,1.4,101,0.6,303.1,<0.05,0,0,0,0,0
486,4J78817-CHEM-0171144,4J78817,9/30/2014,1196782A1,NO,101,99,S1,100,102,102,101,101,99,,,,,,,1.9,100.4,0.8,301.1,<0.05,0,0,0,0,0
487,4J78818-CHEM-0171148,4J78818,10/2/2014,1196782A1,NO,101,100,S1,101,100,101,102,101,103,,,,,,,1.9,101,0.8,303,<0.05,0,0,0,1,1
488,4J78819-CHEM-0174376,4J78819,10/2/2014,1196782A1,NO,102,100,S1,102,101,102,101,100,103,,,,,,,1,101.4,0.4,304.3,<0.05,0,0,0,0,0
489,4J81677-CHEM-0174381,4J81677,10/3/2014,1196782A1,NO,101,98,S1,100,101,104,98,103,102,,,,,,,2.4,100.4,1,301.3,<0.05,0,0,4,0,4
490,4J81686-CHEM-0174426,4J81686,10/13/2014,1196782A1,NO,102,100,S1,100,103,102,101,103,102,,,,,,,0.7,101.2,0.3,303.7,<0.05,0,0,0,4,4
491,4J81687-CHEM-0174430,4J81687,10/14/2014,1196782A1,NO,101,100,S1,101,101,101,101,100,101,,,,,,,1.2,100.8,0.5,302.4,<0.05,0,0,0,2,2
492,4K81555-CHEM-0176160,4K81555,10/14/2014,1196782A1,NO,101,100,S1,101,102,103,102,100,101,,,,,,,1.7,101.2,0.7,303.5,<0.05,0,0,0,0,0
493,4K81556,4K81556,10/14/2014,1196782A1,NO,101,97,S1,101,100,102,102,97,101,,,,,,,1.7,100.9,0.7,302.6,<0.05,0,0,0,0,0
494,4K81557-CHEM-0176168,4K81557,10/15/2014,1196782A1,NO,102,101,S1,102,101,101,102,103,102,,,,,,,1.4,101.5,0.6,304.4,<0.05,0,0,0,1,1
495,4K81558-CHEM-0176176,4K81558,10/15/2014,1196782A1,NO,101,99,S1,99,102,101,99,102,102,,,,,,,1.9,101.2,0.8,303.7,<0.05,0,0,0,2,2
496,4K81559-CHEM-0176180,4K81559,10/16/2014,1196782A1,NO,101,99,S1,99,101,102,102,101,103,,,,,,,1.7,101,0.7,303,<0.05,0,0,0,2,2
497,4K81560-CHEM-0176184,4K81560,10/20/2014,1196782A1,NO,101,100,S1,100,101,102,102,102,102,,,,,,,1.9,100.7,0.8,302.2,<0.05,0,0,0,0,0
498,4K81561-CHEM-0176188,4K81561,10/20/2014,1196782A1,NO,102,101,S1,101,103,102,102,103,101,,,,,,,1.4,101.2,0.6,303.5,<0.05,0,0,0,0,0
499,4K81563-CHEM-0176172,4K81563,10/21/2014,1196782A1,NO,100,99,S1,99,101,99,101,101,102,,,,,,,2.2,101.2,0.9,303.7,<0.05,0,0,0,1,1
500,4K81562-CHEM-0176192,4K81562,10/21/2014,1196782A1,NO,102,100,S1,100,103,103,101,103,102,,,,,,,1.2,100.9,0.5,302.6,<0.05,0,0,0,0,0
501,4K81564-CHEM-0176196,4K81564,10/21/2014,1196782A1,NO,100,99,S1,101,99,101,102,99,100,,,,,,,1.4,101.5,0.6,304.4,<0.05,0,0,0,0,0
502,4K81565-CHEM-0176200,4K81565,10/22/2014,1196782A1,NO,101,98,S1,98,102,101,100,102,100,,,,,,,1.2,101.3,0.5,303.8,<0.05,0,0,0,0,0
503,4K81566-CHEM-0176204,4K81566,10/22/2014,1196782A1,NO,100,98,S1,98,99,101,101,101,101,,,,,,,1.4,101.5,0.6,304.6,<0.05,0,0,0,0,0
504,4K81567-CHEM-0176208,4K81567,10/23/2014,1196782A1,NO,101,100,S1,100,101,101,101,102,101,,,,,,,1.4,101.3,0.6,303.9,<0.05,0,0,0,1,1
505,4K81568-CHEM-0176212,4K81568,10/23/2014,1196782A1,NO,102,100,S1,101,103,100,102,103,101,,,,,,,2.2,101.3,0.9,303.9,<0.05,0,0,0,1,1
506,4K81569-CHEM-0176216,4K81569,10/24/2014,1196782A1,NO,101,100,S1,100,101,100,101,102,102,,,,,,,1,101.3,0.4,303.8,<0.05,0,0,0,1,1
507,4K81570-CHEM-0176220,4K81570,10/24/2014,1196782A1,NO,101,99,S1,99,101,101,101,102,102,,,,,,,1.4,101.2,0.6,303.5,<0.05,0,0,0,0,0
508,4K81571-CHEM-0176224,4K81571,10/24/2014,1196782A1,NO,101,99,S1,99,102,100,102,101,102,,,,,,,1.4,101.5,0.6,304.5,<0.05,0,0,0,0,0
509,4K82710-CHEM-0177251,4K82710,10/25/2014,1196782A1,NO,102,100,S1,101,102,103,102,102,100,,,,,,,1.9,101.7,0.7,305.2,<0.05,0,0,0,3,3
510,4L78161-CHEM-0182844,4L78161,12/4/2014,1196782A1,NO,102,102,S1,102,102,102,103,102,102,,,,,,,1.9,101.5,0.8,304.4,<0.05,0,0,0,3,3
511,4L78162-CHEM-0182848,4L78162,12/5/2014,1196782A1,NO,102,101,S1,101,101,103,103,102,101,,,,,,,1.7,101.8,0.6,305.4,<0.05,0,0,0,5,5
512,4M57963-CHEM-0185618,4M57963,1/7/2015,1196782A1,NO,100,98,S1,100,98,102,98,100,102,,,,,,,1.2,101.5,0.5,304.6,<0.05,0,0,0,4,4
513,4M57964-CHEM-0185623,4M57964,1/7/2015,1196782A1,NO,102,100,S1,100,101,100,101,110,101,,,,,,,2,101.6,0.8,304.9,<0.05,0,0,0,1,1
514,4M57965-CHEM-0185628,4M57965,1/8/2015,1196782A1,NO,100,95,S1,95,100,103,100,99,102,,,,,,,1,101.5,0.4,304.6,<0.05,0,0,0,3,3
515,4M57966-CHEM-0185633,4M57966,1/8/2015,1196782A1,NO,101,100,S1,100,101,102,101,101,101,,,,,,,0.7,101.3,0.3,304,<0.05,0,0,0,4,4
516,4M57967-CHEM-0185637,4M57967,1/9/2015,1196782A1,NO,101,96,S1,101,101,102,101,96,101,,,,,,,1,101.3,0.4,303.9,<0.05,0,0,0,0,0
517,4M57968-CHEM-0185641,4M57968,1/9/2015,1196782A1,NO,101,100,S1,100,102,101,101,102,102,,,,,,,1.4,101,0.6,302.9,<0.05,0,0,0,4,4
518,4M57969-CHEM-0185645,4M57969,1/9/2015,1196782A1,NO,99,97,S1,97,101,99,100,99,101,,,,,,,1.4,101.4,0.6,304.1,<0.05,0,0,0,0,0
519,4M57970-CHEM-0185649,4M57970,1/12/2015,1196782A1,NO,101,99,S1,99,102,100,102,100,101,,,,,,,1.7,101.8,0.6,305.3,<0.05,0,0,1,2,3
520,4M57971-CHEM-0185653,4M57971,1/13/2015,1196782A1,NO,101,100,S1,101,101,100,102,102,102,,,,,,,2.4,101,1,303,<0.05,0,0,0,0,0
521,4M57972-CHEM-0185657,4M57972,1/13/2015,1196782A1,NO,100,99,S1,99,100,99,101,100,101,,,,,,,1.7,100.8,0.7,302.4,<0.05,0,0,0,0,0
522,4M57973-CHEM-0185661,4M57973,1/14/2015,1196782A1,NO,101,99,S1,102,101,100,101,99,101,,,,,,,1.7,101,0.7,303,<0.05,0,0,0,4,4
523,4M57974-CHEM-0185665,4M57974,1/14/2015,1196782A1,NO,101,101,S1,101,102,101,101,102,101,,,,,,,1.2,101,0.5,303,<0.05,0,0,0,0,0
524,4M57975-CHEM-0185674,4M57975,1/15/2015,1196782A1,NO,100,97,S1,97,100,100,101,101,101,,,,,,,1.2,101,0.5,303,<0.05,0,0,0,0,0
525,4M57976-CHEM-0185678,4M57976,1/15/2015,1196782A1,NO,101,99,S1,99,102,101,101,102,102,,,,,,,2.2,101.2,0.9,303.6,<0.05,0,0,0,2,2
526,4M57977-CHEM-0185686,4M57977,1/16/2015,1196782A1,NO,101,99,S1,101,99,101,101,99,102,,,,,,,1.2,101.2,0.5,303.7,<0.05,0,0,0,1,1
527,4M57978-CHEM-0185690,4M57978,1/16/2015,1196782A1,NO,101,99,S1,99,100,101,101,101,101,,,,,,,1,101,0.4,302.9,<0.05,0,0,0,3,3
528,4M57979-CHEM-0185694,4M57979,1/16/2015,1196782A1,NO,100,98,S1,98,100,100,102,101,102,,,,,,,1.2,101.1,0.5,303.3,<0.05,0,0,0,1,1
529,4M57980-CHEM-0185698,4M57980,1/20/2015,1196782A1,NO,101,99,S1,100,102,100,102,101,99,,,,,,,1.2,101.4,0.5,304.2,<0.05,0,0,0,2,2
530,4M57981-CHEM-0185702,4M57981,1/21/2015,1196782A1,NO,100,99,S1,100,100,101,99,101,100,,,,,,,0.9,101.7,0.3,305,<0.05,0,0,0,0,0
531,4M57982-CHEM-0185707,4M57982,1/21/2015,1196782A1,NO,100,98,S1,98,99,101,101,100,101,,,,,,,1.2,101.4,0.5,304.1,<0.05,0,0,0,2,2
532,4M57983-CHEM-0185711,4M57983,1/22/2015,1196782A1,NO,101,100,S1,100,101,102,101,102,102,,,,,,,1.3,101.6,0.5,304.7,<0.05,0,0,0,6,6
533,4M57984-CHEM-0185715,4M57984,1/23/2015,1196782A1,NO,101,100,S1,101,100,101,101,101,100,,,,,,,1.4,101.3,0.6,303.9,<0.05,0,0,0,1,1
534,4M57985-CHEM-0185723,4M57985,1/23/2015,1196782A1,NO,101,100,S1,101,101,101,100,101,101,,,,,,,1,100.9,0.4,302.6,<0.05,0,1,0,1,2
535,4M57986-CHEM-0185727,4M57986,1/24/2015,1196782A1,NO,100,98,S1,100,98,100,101,100,100,,,,,,,1.8,101.6,0.7,304.8,<0.05,0,0,0,2,2
536,4M57987-CHEM-0185734,4M57987,1/25/2015,1196782A1,NO,100,99,S1,99,100,101,100,99,100,,,,,,,1.9,101.1,0.8,303.2,<0.05,0,0,0,0,0
537,5B82568-CHEM-0194859,5B82568,2/25/2015,1196782A1,NO,102,100,S1,100,103,103,103,101,103,,,,,,,2,101.6,0.8,304.8,<0.05,0,0,0,3,3
538,5B82569-CHEM-0194863,5B82569,2/25/2015,1196782A1,NO,102,101,S1,101,103,101,102,102,101,,,,,,,1.8,101.6,0.7,304.7,<0.05,0,0,0,4,4
539,5B82570-CHEM-0194867,5B82570,2/26/2015,1196782A1,NO,102,100,S1,102,100,102,103,102,102,,,,,,,1.9,101,0.8,303.1,<0.05,0,0,0,9,9
540,5C90172-CHEM-0198651,5C90172,3/19/2015,1196782A1,NO,102,101,S1,101,102,102,101,103,103,,,,,,,3.5,102.8,0.9,308.3,<0.05,0,0,0,1,1
541,5C90173-CHEM-0198656,5C90173,3/19/2015,1196782A1,NO,102,101,S1,101,102,102,101,102,102,,,,,,,2.2,102,0.7,305.9,<0.05,0,0,0,0,0
542,5C90174-CHEM-0198660,5C90174,3/23/2015,1196782A1,NO,101,99,S1,102,103,100,103,99,101,,,,,,,2.7,102,0.9,305.9,<0.05,0,0,1,1,2
543,5C90175-CHEM-0198664,5C90175,3/23/2015,1196782A1,NO,100,98,S1,101,101,99,98,100,100,,,,,,,1.9,101.7,0.7,305.1,<0.05,0,0,0,0,0
544,5C90176-CHEM-0198668,5C90176,3/23/2015,1196782A1,NO,99,83,S2,83,100,101,101,100,101,99,102,97,101,101,101,1.6,101.9,0.5,305.7,<0.05,0,0,0,0,0
545,5D82828-CHEM-0202303,5D82828,4/23/2015,1196782A1,NO,100,100,S1,101,100,101,100,101,100,,,,,,,2.4,100.9,1,302.6,<0.05,0,0,0,4,4
546,5D82829-CHEM-0202307,5D82829,4/29/2015,1196782A1,NO,101,100,S1,101,100,100,100,102,101,,,,,,,1.7,100.3,0.7,300.9,<0.05,0,0,0,2,2
547,5D82830-CHEM-0202311,5D82830,5/5/2015,1196782A1,NO,102,100,S1,101,102,101,103,100,102,,,,,,,2.2,101.3,0.9,303.8,<0.05,0,0,0,0,0
